,Nombre,Edad,Fecha de nacimiento,Liga,Temporada,Posicion,Club,Nacionalidad,Calificacion,Minutos jugados totales,Minutos jugados local,Minutos jugados visita,Apariciones totales,Apariciones local,Apariciones visita,Goles totales,Goles local,Goles visita,Asistencias totales,Asistencias local,Asistencias visita,Goles penal,Penales errados,Partidos sin gol recibido totales,Partidos sin gol recibido local,Partidos sin gol recibido visita,Goles permitidos totales,Goles permitidos local,Goles permitidos visita,Tarjetas amarillas totales,Tarjetas rojas totales,Participacion en goles x cada 90 min totales,Asistencias x cada 90 min totales,Goles x cada 90 min totales,Goles x cada 90 min local,Goles x cada 90 min visita,Minutos x gol totales,Goles permitidos x cada 90 min totales,Minutos x goles permitidos totales,Minutos x partido,Minutos x tarjeta totales,Minutos x asistencia totales,Tarjetas x cada 90 min totales,Calificacion,Asistencias x partido totales,Pases x cada 90 minutos totales,Pases x juego totales,Pases totales,Pases completos x partidos totales,Pases completos totales,Pases completos x cada 90 min,Pases clave x partido totales,Pases clave totales,Centros x partido totales,Entradas x cada 90 min totales,Entradas x partido totales,Entradas totales,Balones perdidos x partido totales,Atajadas x partido totales,Intercepciones x partido totales,Regates existosos x partido totales,Tiros recibidos x partido totales,Tiros x goles anotados totales,Tiros x cada 90 min totales,Tiros desviados x partido totales,Regates x partido totales,Tiros puerta x partido totales,Duelos aereos ganados x partidos totales,Tiros totales,Tiros x partido totales,Tiros a puerta totales,Tiros puerta x cada 90 min totales,Tiros desviados totales,Tiros desviados x cada 90 min totales,Intercepciones totales,Intercepciones x cada 90 min totales,Centros totales,Centros x cada 90 min totales,Pases clave x cada 90 min totales,Regates totales,Regates x cada 90 min totales,Regates existosos totales,Regates existosos x cada 90 min totales,Porcentaje regates existosos totales,Atajadas totales,Atajadas x cada 90 min totales,Tiros recibidos totales,Tiros recibidos x cada 90 min totales,Porcentaje atajadas totales,Porcentaje pases completos totales,Porcentaje tiros precisos totales,Duelos regate perdidos x cada partido totales,Duelos regate perdidos x cada 90 min totales,Duelos regate perdidos totales,Penales anotados totales,Penales errados totales,Bloqueos x partido totales,Bloqueos x cada 90 min totales,Bloqueos totales,Despejes x partido totales,Despejes x cada 90 min totales,Despejes totales,Penales cometidos totales,Penales cometidos x cada 90 min totales,Penales cometidos x partido totales,Penales atajados totales,Penales ejecutados totales,Tiros a poste totales,Tiros a poste x partido totales,Tiros a poste x cada 90 min totales,Punetazos totales,Punetazos x partido totales,Punetazos x cada 90 min totales,Offsides x cada 90 min totales,Offsides x partido totales,Offsides totales,Penales generados totales,Tasa tiros/goles totales,Faltas recibidas totales,Faltas recibidas x partido totales,Faltas recibidas x cada 90 min totales,Faltas cometidas x cada 90 min totales,Faltas cometidas x partido totales,Faltas cometidas totales,Duelos aereos ganados totales,Duelos aereos ganados x cada 90 min totales,Duelos x cada 90 min totales,Duelos x partido totales,Duelos totales,Duelos ganados totales,Duelos ganados x cada 90 min totales,Duelos ganados x partido totales,Porcentaje duelos ganados totales,Balones perdidos totales,Balones perdidos x cada 90 min totales,Porcentaje centros precisos totales,Centros precisos totales,Centros precisos x partido totales,Centros precisos x cada 90 min totales,Hattricks totales
1621,Jon Moncayola,25,13/05/1998,La Liga,2022/2023,Midfielder,CA Osasuna,Spain,6.8,2444,1286,1158,37,19,18,1,1,0,3,3,0,0,0,11,6,5,32,16,16,6,0,0.15,0.11,0.04,0.07,0.0,2444,1.18,76,66,407,815,0.22,6.8,0.08,47.74,35.05,1297.0,28.38,1050.0,38.65,0.73,27.0,2.08,1.88,1.38,51.0,0.3,0.0,0.49,0.11,0.0,25.0,0.92,0.43,0.19,0.24,0.46,25.0,0.68,9.0,0.33,16.0,0.59,18.0,0.66,77.0,2.83,0.99,7.0,0.26,4.0,0.15,57.14,0.0,0.0,0.0,0.0,0.0,80.96,36.0,1.14,1.55,42.0,0.0,0.0,0.14,0.18,5.0,0.73,0.99,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,3.0,1.0,4.0,17.0,0.46,0.63,1.29,0.95,35.0,17.0,0.63,7.1,5.22,193.0,89.0,3.28,2.41,46.11,11.0,0.4,19.48,15.0,0.41,0.55,0.0
1627,Jordi Masip,35,03/01/1989,La Liga,2022/2023,Goalkeeper,Real Valladolid,Spain,6.98,2508,1260,1248,28,14,14,0,0,0,0,0,0,0,0,8,6,2,36,14,22,4,0,0.0,0.0,0.0,0.0,0.0,0,1.29,70,90,627,0,0.14,6.98,0.0,30.07,29.93,838.0,19.89,557.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.04,0.0,5.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,3.77,146.0,5.24,71.92,66.47,0.0,0.11,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,5.0,0.18,0.18,0.0,0.0,0.0,6.0,0.22,0.61,0.61,17.0,12.0,0.43,0.43,70.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,José Gayà,28,25/05/1995,La Liga,2022/2023,Defender,Valencia CF,Spain,7.22,2716,1342,1374,31,15,16,1,1,0,3,2,1,0,1,5,4,1,35,16,19,4,0,0.13,0.1,0.03,0.07,0.0,2716,1.16,78,88,679,905,0.13,7.22,0.1,40.44,39.35,1220.0,31.9,989.0,32.78,1.87,58.0,6.84,2.72,2.65,82.0,0.35,0.0,0.74,0.68,0.0,19.0,0.63,0.32,1.06,0.29,0.71,19.0,0.61,9.0,0.3,10.0,0.33,23.0,0.76,212.0,7.03,1.92,33.0,1.09,21.0,0.7,63.64,0.0,0.0,0.0,0.0,0.0,81.07,47.37,0.94,0.96,29.0,0.0,0.0,0.29,0.3,9.0,1.26,1.29,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,7.0,1.0,5.26,27.0,0.87,0.9,0.46,0.45,14.0,22.0,0.73,7.92,7.71,239.0,152.0,5.04,4.9,63.6,11.0,0.36,21.7,46.0,1.48,1.52,0.0
1643,José Manuel Copete,24,10/10/1999,La Liga,2022/2023,Defender,RCD Mallorca,Spain,6.97,2215,1312,903,28,16,12,1,1,0,0,0,0,0,0,11,8,3,24,8,16,8,1,0.04,0.0,0.04,0.07,0.0,2215,0.98,92,79,246,0,0.37,6.97,0.0,34.81,30.61,857.0,23.57,660.0,26.81,0.11,3.0,0.29,2.15,1.89,53.0,0.21,0.0,1.5,0.68,0.0,6.0,0.24,0.18,0.75,0.04,1.36,6.0,0.21,1.0,0.04,5.0,0.2,42.0,1.71,8.0,0.32,0.12,21.0,0.85,19.0,0.77,90.48,0.0,0.0,0.0,0.0,0.0,77.01,16.67,0.25,0.28,7.0,0.0,0.0,0.64,0.73,18.0,3.61,4.1,101.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.07,2.0,0.0,16.67,24.0,0.86,0.97,1.91,1.68,47.0,38.0,1.54,8.53,7.5,210.0,134.0,5.44,4.79,63.81,6.0,0.24,12.5,1.0,0.04,0.04,0.0
1644,José María Giménez,29,20/01/1995,La Liga,2022/2023,Defender,Atletico Madrid,Uruguay,7.18,2421,1274,1147,28,15,13,2,0,2,1,0,1,0,0,10,5,5,19,8,11,9,0,0.11,0.04,0.07,0.0,0.16,1211,0.71,127,86,269,2421,0.33,7.18,0.04,49.33,47.39,1327.0,42.11,1179.0,43.83,0.25,7.0,0.0,1.64,1.57,44.0,0.04,0.0,0.82,0.21,0.0,9.5,0.71,0.39,0.36,0.29,1.82,19.0,0.68,8.0,0.3,11.0,0.41,23.0,0.86,0.0,0.0,0.26,10.0,0.37,6.0,0.22,60.0,0.0,0.0,0.0,0.0,0.0,88.85,42.11,0.36,0.37,10.0,0.0,0.0,0.57,0.59,16.0,4.79,4.98,134.0,1.0,0.04,0.04,0.0,0.0,2.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,8.0,0.29,0.3,0.71,0.68,19.0,51.0,1.9,6.17,5.93,166.0,109.0,4.05,3.89,65.66,1.0,0.04,0.0,0.0,0.0,0.0,0.0
1647,Joselu,34,27/03/1990,La Liga,2022/2023,Forward,RCD Espanyol,Spain,7.12,2989,1369,1620,34,16,18,16,8,8,2,0,2,5,0,5,4,1,56,25,31,2,0,0.54,0.06,0.48,0.53,0.44,187,1.69,53,88,1495,1495,0.06,7.12,0.06,22.19,21.68,737.0,13.24,450.0,13.55,0.65,22.0,0.53,0.36,0.35,12.0,1.26,0.0,0.24,0.47,0.0,4.31,2.08,0.91,1.15,1.12,5.12,69.0,2.03,38.0,1.14,31.0,0.93,8.0,0.24,18.0,0.54,0.66,39.0,1.17,16.0,0.48,41.03,0.0,0.0,0.0,0.0,0.0,61.06,55.07,0.32,0.33,11.0,5.0,0.0,0.12,0.12,4.0,1.21,1.23,41.0,0.0,0.0,0.0,0.0,5.0,3.0,0.09,0.09,0.0,0.0,0.0,0.78,0.76,26.0,2.0,23.19,69.0,2.03,2.08,0.75,0.74,25.0,174.0,5.24,14.36,14.03,477.0,271.0,8.16,7.97,56.81,43.0,1.29,38.89,7.0,0.21,0.21,0.0
1649,Joseph Aidoo,28,29/09/1995,La Liga,2022/2023,Defender,Celta de Vigo,Ghana,6.86,3121,1514,1607,35,17,18,3,2,1,0,0,0,0,0,10,6,4,45,17,28,6,1,0.09,0.0,0.09,0.12,0.06,1040,1.3,69,89,520,0,0.17,6.86,0.0,50.41,49.94,1748.0,43.29,1515.0,43.69,0.06,2.0,0.06,1.47,1.46,51.0,0.26,0.0,0.77,0.23,0.0,3.67,0.32,0.23,0.29,0.09,1.83,11.0,0.31,3.0,0.09,8.0,0.23,27.0,0.78,2.0,0.06,0.06,10.0,0.29,8.0,0.23,80.0,0.0,0.0,0.0,0.0,0.0,86.67,27.27,0.31,0.32,11.0,0.0,0.0,0.4,0.4,14.0,4.03,4.07,141.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.0,0.0,27.27,18.0,0.51,0.52,0.52,0.51,18.0,64.0,1.85,6.95,6.89,241.0,141.0,4.07,4.03,58.51,9.0,0.26,0.0,0.0,0.0,0.0,0.0
1652,Juan Cruz,31,28/07/1992,La Liga,2022/2023,Defender,CA Osasuna,Spain,6.48,2057,818,1239,27,11,16,0,0,0,0,0,0,0,0,8,3,5,26,12,14,7,0,0.0,0.0,0.0,0.0,0.0,0,1.14,79,76,294,0,0.31,6.48,0.0,34.04,28.81,778.0,23.22,627.0,27.43,0.56,15.0,1.3,1.14,0.96,26.0,0.11,0.0,0.52,0.22,0.0,0.0,0.04,0.04,0.41,0.0,0.67,1.0,0.04,0.0,0.0,1.0,0.04,14.0,0.61,35.0,1.53,0.66,11.0,0.48,6.0,0.26,54.55,0.0,0.0,0.0,0.0,0.0,80.59,0.0,0.37,0.44,10.0,0.0,0.0,0.3,0.35,8.0,1.89,2.23,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,9.0,0.33,0.39,0.74,0.63,17.0,18.0,0.79,4.94,4.19,113.0,59.0,2.58,2.19,52.21,3.0,0.13,34.29,12.0,0.44,0.53,0.0
1655,Juan Iglesias,25,03/07/1998,La Liga,2022/2023,Defender,Getafe CF,Spain,6.75,2140,887,1253,32,15,17,1,0,1,0,0,0,0,0,12,6,6,31,13,18,8,0,0.04,0.0,0.04,0.0,0.07,2140,1.3,69,67,268,0,0.34,6.75,0.0,25.4,18.88,604.0,11.66,373.0,15.69,0.41,13.0,2.69,2.57,1.91,61.0,0.31,0.0,0.75,0.31,0.0,19.0,0.8,0.34,0.75,0.25,0.53,19.0,0.59,8.0,0.34,11.0,0.46,24.0,1.01,86.0,3.62,0.55,24.0,1.01,10.0,0.42,41.67,0.0,0.0,0.0,0.0,0.0,61.75,42.11,0.91,1.22,29.0,0.0,0.0,0.19,0.25,6.0,2.09,2.82,67.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,0.08,0.0,0.0,0.0,0.08,0.06,2.0,0.0,5.26,21.0,0.66,0.88,1.85,1.38,44.0,17.0,0.71,9.38,6.97,223.0,109.0,4.58,3.41,48.88,10.0,0.42,20.93,18.0,0.56,0.76,0.0
1664,Jules Koundé,25,12/11/1998,La Liga,2022/2023,Defender,FC Barcelona,France,7.13,2429,1275,1154,29,16,13,1,0,1,3,1,2,0,0,21,13,8,10,2,8,2,0,0.15,0.11,0.04,0.0,0.08,2429,0.37,243,84,1215,810,0.07,7.13,0.1,68.51,63.76,1849.0,56.66,1643.0,60.88,0.55,16.0,1.24,1.45,1.34,39.0,0.59,0.0,0.69,0.52,0.0,11.0,0.41,0.31,0.83,0.07,1.52,11.0,0.38,2.0,0.07,9.0,0.33,20.0,0.74,36.0,1.33,0.59,24.0,0.89,15.0,0.56,62.5,0.0,0.0,0.0,0.0,0.0,88.86,18.18,0.31,0.33,9.0,0.0,0.0,0.31,0.33,9.0,1.93,2.07,56.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.04,0.0,0.0,0.0,0.07,0.07,2.0,0.0,9.09,12.0,0.41,0.44,0.82,0.76,22.0,44.0,1.63,6.97,6.48,188.0,110.0,4.08,3.79,58.51,17.0,0.63,19.44,7.0,0.24,0.26,0.0
1669,Karim Benzema,36,19/12/1987,La Liga,2022/2023,Forward,Real Madrid,France,7.47,2044,1054,990,24,13,11,19,11,8,3,2,1,7,1,10,5,5,16,9,7,1,0,0.97,0.13,0.84,0.94,0.73,108,0.7,128,85,2044,681,0.04,7.47,0.12,46.63,44.12,1059.0,38.29,919.0,40.46,2.0,48.0,0.12,0.44,0.42,10.0,1.33,0.0,0.04,0.79,0.0,4.0,3.35,1.25,1.67,1.92,0.58,76.0,3.17,46.0,2.03,30.0,1.32,1.0,0.04,3.0,0.13,2.11,40.0,1.76,19.0,0.84,47.5,0.0,0.0,0.0,0.0,0.0,86.78,60.53,0.38,0.4,9.0,7.0,1.0,0.0,0.0,0.0,0.21,0.22,5.0,0.0,0.0,0.0,0.0,8.0,5.0,0.21,0.22,0.0,0.0,0.0,0.97,0.92,22.0,2.0,25.0,6.0,0.25,0.26,0.44,0.42,10.0,14.0,0.62,5.81,5.5,132.0,49.0,2.16,2.04,37.12,32.0,1.41,0.0,0.0,0.0,0.0,2.0
1676,Kike Pérez,27,14/02/1997,La Liga,2022/2023,Midfielder,Real Valladolid,Spain,6.82,2317,1094,1223,36,17,19,1,1,0,2,0,2,0,0,8,6,2,38,14,24,9,0,0.12,0.08,0.04,0.08,0.0,2317,1.48,61,64,257,1159,0.35,6.82,0.06,43.82,31.33,1128.0,24.78,892.0,34.65,0.89,32.0,1.58,2.64,1.89,68.0,0.94,0.0,0.56,0.83,0.0,35.0,1.36,0.69,1.56,0.28,0.81,35.0,0.97,10.0,0.39,25.0,0.97,20.0,0.78,57.0,2.21,1.24,56.0,2.18,30.0,1.17,53.57,0.0,0.0,0.0,0.0,0.0,79.08,28.57,1.03,1.44,37.0,0.0,0.0,0.19,0.27,7.0,0.69,0.97,25.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,0.08,0.0,0.0,0.0,0.16,0.11,4.0,0.0,2.86,56.0,1.56,2.18,2.21,1.58,57.0,29.0,1.13,14.26,10.19,367.0,183.0,7.11,5.08,49.86,34.0,1.32,19.3,11.0,0.31,0.43,0.0
1681,Koke Merodio,32,08/01/1992,La Liga,2022/2023,Midfielder,Atletico Madrid,Spain,6.94,2559,1308,1251,33,17,16,0,0,0,3,2,1,0,0,13,6,7,22,12,10,4,0,0.11,0.11,0.0,0.0,0.0,0,0.77,116,78,640,853,0.14,6.94,0.09,70.1,60.42,1994.0,53.88,1778.0,62.51,0.85,28.0,0.7,1.97,1.7,56.0,0.55,0.0,0.55,0.39,0.0,0.0,0.25,0.18,0.64,0.03,0.33,7.0,0.21,1.0,0.04,6.0,0.21,18.0,0.63,23.0,0.81,0.98,21.0,0.74,13.0,0.46,61.9,0.0,0.0,0.0,0.0,0.0,89.17,14.29,1.24,1.44,41.0,0.0,0.0,0.39,0.46,13.0,0.55,0.63,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.04,0.0,0.0,0.0,0.04,0.03,1.0,0.0,0.0,27.0,0.82,0.95,0.7,0.61,20.0,11.0,0.39,7.31,6.3,208.0,107.0,3.76,3.24,51.44,18.0,0.63,17.39,4.0,0.12,0.14,0.0
1688,Leandro Cabrera,32,17/06/1991,La Liga,2022/2023,Defender,RCD Espanyol,Uruguay,6.54,2672,1384,1288,32,17,15,0,0,0,1,0,1,0,0,5,4,1,50,27,23,11,2,0.03,0.03,0.0,0.0,0.0,0,1.68,53,84,223,2672,0.4,6.54,0.03,41.7,38.69,1238.0,28.28,905.0,30.48,0.44,14.0,0.44,1.58,1.47,47.0,0.16,0.0,1.31,0.19,0.0,0.0,0.64,0.41,0.25,0.19,2.03,19.0,0.59,6.0,0.2,13.0,0.44,42.0,1.41,14.0,0.47,0.47,8.0,0.27,6.0,0.2,75.0,0.0,0.0,0.0,0.0,0.0,73.1,31.58,0.34,0.37,11.0,0.0,0.0,0.69,0.74,22.0,3.31,3.57,106.0,1.0,0.03,0.03,0.0,0.0,2.0,0.06,0.07,0.0,0.0,0.0,0.03,0.03,1.0,0.0,0.0,20.0,0.62,0.67,0.98,0.91,29.0,65.0,2.19,7.48,6.94,222.0,138.0,4.65,4.31,62.16,5.0,0.17,35.71,5.0,0.16,0.17,0.0
1689,Lee Kang-in,23,19/02/2001,La Liga,2022/2023,Midfielder,RCD Mallorca,South Korea,7.17,2841,1449,1392,36,18,18,6,4,2,6,5,1,0,0,12,8,4,31,9,22,10,0,0.38,0.19,0.19,0.25,0.13,474,0.98,92,79,284,474,0.32,7.17,0.17,27.85,24.42,879.0,19.64,707.0,22.4,1.44,52.0,5.61,1.3,1.14,41.0,1.17,0.0,0.33,2.47,0.0,5.17,0.98,0.47,3.47,0.39,0.58,31.0,0.86,14.0,0.44,17.0,0.54,12.0,0.38,202.0,6.4,1.65,125.0,3.96,89.0,2.82,71.2,0.0,0.0,0.0,0.0,0.0,80.43,45.16,1.19,1.36,43.0,0.0,0.0,0.06,0.06,2.0,0.14,0.16,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.03,0.0,0.0,0.0,0.06,0.06,2.0,0.0,19.35,61.0,1.69,1.93,1.58,1.39,50.0,21.0,0.67,13.88,12.17,438.0,212.0,6.72,5.89,48.4,42.0,1.33,27.23,55.0,1.53,1.74,0.0
1698,Lucas Boyé,28,28/02/1996,La Liga,2022/2023,Forward,Elche CF,Argentina,6.81,2502,1357,1145,35,18,17,7,3,4,2,1,1,0,1,4,2,2,43,19,24,8,1,0.32,0.07,0.25,0.2,0.31,357,1.55,58,71,278,1251,0.32,6.81,0.06,22.59,17.91,627.0,14.31,501.0,18.05,0.8,28.0,0.46,1.22,0.97,34.0,2.37,0.0,0.4,2.14,0.0,8.0,2.02,1.0,3.49,0.6,1.23,56.0,1.6,21.0,0.76,35.0,1.26,14.0,0.5,16.0,0.58,1.01,122.0,4.4,75.0,2.7,61.48,0.0,0.0,0.0,0.0,0.0,79.9,37.5,0.46,0.58,16.0,0.0,0.0,0.17,0.22,6.0,1.29,1.62,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,14.0,0.0,12.5,45.0,1.29,1.62,2.2,1.74,61.0,43.0,1.55,16.36,12.97,454.0,197.0,7.1,5.63,43.39,83.0,2.99,50.0,8.0,0.23,0.29,0.0
1703,Lucas Robertone,27,18/03/1997,La Liga,2022/2023,Midfielder,Almeria,Argentina,7.15,2862,1479,1383,37,18,19,2,1,1,7,2,5,0,0,4,4,0,46,14,32,7,0,0.28,0.22,0.06,0.06,0.07,1431,1.45,62,77,409,409,0.22,7.15,0.19,37.86,32.54,1204.0,26.86,994.0,31.26,1.43,53.0,3.68,1.51,1.3,48.0,0.59,0.0,1.14,0.76,0.0,12.5,0.79,0.51,1.59,0.16,0.57,25.0,0.68,6.0,0.19,19.0,0.6,42.0,1.32,136.0,4.28,1.67,59.0,1.86,28.0,0.88,47.46,0.0,0.0,0.0,0.0,0.0,82.56,24.0,0.92,1.07,34.0,0.0,0.0,0.19,0.22,7.0,1.14,1.32,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,3.0,0.0,8.0,88.0,2.38,2.77,1.04,0.89,33.0,21.0,0.66,10.6,9.11,337.0,184.0,5.79,4.97,54.6,22.0,0.69,32.35,44.0,1.19,1.38,0.0
1705,Lucas Torró,29,19/07/1994,La Liga,2022/2023,Midfielder,CA Osasuna,Spain,6.81,2489,1370,1119,33,17,16,1,1,0,0,0,0,0,0,10,6,4,22,10,12,10,0,0.04,0.0,0.04,0.07,0.0,2489,0.8,113,75,249,0,0.36,6.81,0.0,42.13,35.3,1165.0,28.52,941.0,34.03,0.27,9.0,0.06,1.81,1.52,50.0,0.45,0.0,1.24,0.3,0.0,19.0,0.69,0.45,0.52,0.12,2.55,19.0,0.58,4.0,0.14,15.0,0.54,41.0,1.48,2.0,0.07,0.33,17.0,0.61,10.0,0.36,58.82,0.0,0.0,0.0,0.0,0.0,80.77,21.05,0.67,0.8,22.0,0.0,0.0,0.09,0.11,3.0,1.94,2.31,64.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,31.0,0.94,1.12,2.28,1.91,63.0,84.0,3.04,11.86,9.94,328.0,175.0,6.33,5.3,53.35,15.0,0.54,0.0,0.0,0.0,0.0,0.0
1709,Luis Hernández,35,14/04/1989,La Liga,2022/2023,Defender,Cadiz,Spain,6.95,3150,1620,1530,35,18,17,0,0,0,0,0,0,0,0,12,6,6,41,20,21,8,1,0.0,0.0,0.0,0.0,0.0,0,1.17,77,90,394,0,0.23,6.95,0.0,36.4,36.4,1274.0,28.91,1012.0,28.91,0.37,13.0,0.51,0.91,0.91,32.0,0.06,0.0,0.89,0.06,0.0,0.0,0.17,0.14,0.06,0.03,1.14,6.0,0.17,1.0,0.03,5.0,0.14,31.0,0.89,18.0,0.51,0.37,2.0,0.06,2.0,0.06,100.0,0.0,0.0,0.0,0.0,0.0,79.43,16.67,0.4,0.4,14.0,0.0,0.0,0.74,0.74,26.0,4.03,4.03,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,2.0,0.0,0.0,7.0,0.2,0.2,0.77,0.77,27.0,40.0,1.14,4.23,4.23,148.0,81.0,2.31,2.31,54.73,2.0,0.06,22.22,4.0,0.11,0.11,0.0
1725,Manu Sánchez,23,24/08/2000,La Liga,2022/2023,Defender,CA Osasuna,Spain,6.72,2116,1154,962,31,16,15,0,0,0,2,0,2,0,0,8,5,3,21,8,13,3,0,0.09,0.09,0.0,0.0,0.0,0,0.89,101,68,705,1058,0.13,6.72,0.06,37.56,28.48,883.0,23.26,721.0,30.67,0.9,28.0,2.29,2.08,1.58,49.0,0.42,0.0,0.48,0.52,0.0,0.0,0.38,0.19,1.23,0.1,0.45,9.0,0.29,3.0,0.13,6.0,0.26,15.0,0.64,71.0,3.02,1.19,38.0,1.62,16.0,0.68,42.11,0.0,0.0,0.0,0.0,0.0,81.65,33.33,0.94,1.23,29.0,0.0,0.0,0.16,0.21,5.0,1.23,1.62,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.06,2.0,1.0,0.0,10.0,0.32,0.43,1.11,0.84,26.0,14.0,0.6,8.38,6.35,197.0,89.0,3.79,2.87,45.18,13.0,0.55,33.8,24.0,0.77,1.02,0.0
1730,Marc-André ter Stegen,31,30/04/1992,La Liga,2022/2023,Goalkeeper,FC Barcelona,Germany,7.15,3349,1710,1639,38,19,19,0,0,0,0,0,0,0,0,26,16,10,16,4,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.43,209,88,0,0,0.0,7.15,0.0,32.97,32.29,1227.0,26.55,1009.0,27.12,0.08,3.0,0.0,0.0,0.0,0.0,0.03,2.21,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,84.0,2.26,102.0,2.74,82.35,82.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.62,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.39,0.4,0.0,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.0,0.0,0.0,6.0,0.16,0.24,0.24,9.0,7.0,0.19,0.18,77.78,1.0,0.03,0.0,0.0,0.0,0.0,0.0
1744,Mario Hermoso,28,18/06/1995,La Liga,2022/2023,Defender,Atletico Madrid,Spain,6.94,2113,1151,962,26,14,12,3,2,1,2,1,1,0,0,9,6,3,18,7,11,7,2,0.21,0.09,0.13,0.16,0.09,704,0.77,117,81,302,1057,0.3,6.94,0.08,59.57,53.77,1398.0,47.12,1225.0,52.2,0.54,14.0,0.62,0.89,0.81,21.0,0.31,0.0,0.73,0.46,0.0,3.33,0.43,0.19,0.73,0.19,1.35,10.0,0.38,5.0,0.21,5.0,0.21,19.0,0.81,16.0,0.68,0.6,19.0,0.81,12.0,0.51,63.16,0.0,0.0,0.0,0.0,0.0,87.63,50.0,0.73,0.81,19.0,0.0,0.0,0.35,0.38,9.0,3.04,3.37,79.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,30.0,13.0,0.5,0.55,1.15,1.04,27.0,35.0,1.49,7.16,6.46,168.0,81.0,3.45,3.12,48.21,8.0,0.34,12.5,2.0,0.08,0.09,0.0
1752,Martin Braithwaite,32,05/06/1991,La Liga,2022/2023,Forward,RCD Espanyol,Denmark,6.82,2469,1251,1218,31,16,15,10,6,4,2,1,1,0,0,5,3,2,43,24,19,7,1,0.44,0.07,0.36,0.43,0.3,247,1.57,57,80,309,1235,0.29,6.82,0.06,15.53,13.74,426.0,9.45,293.0,10.68,0.39,12.0,0.65,0.51,0.45,14.0,0.58,0.0,0.16,0.45,0.0,3.64,1.46,0.45,1.29,0.84,1.48,40.0,1.29,26.0,0.95,14.0,0.51,5.0,0.18,20.0,0.73,0.44,40.0,1.46,14.0,0.51,35.0,0.0,0.0,0.0,0.0,0.0,68.78,65.0,0.29,0.33,9.0,0.0,0.0,0.0,0.0,0.0,0.35,0.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.42,13.0,0.0,27.5,42.0,1.35,1.53,0.77,0.68,21.0,46.0,1.68,9.0,7.97,247.0,116.0,4.23,3.74,46.96,18.0,0.66,10.0,2.0,0.06,0.07,0.0
