,Nombre,Edad,Fecha de nacimiento,Liga,Temporada,Posicion,Club,Nacionalidad,Calificacion,Minutos jugados totales,Minutos jugados local,Minutos jugados visita,Apariciones totales,Apariciones local,Apariciones visita,Goles totales,Goles local,Goles visita,Asistencias totales,Asistencias local,Asistencias visita,Goles penal,Penales errados,Partidos sin gol recibido totales,Partidos sin gol recibido local,Partidos sin gol recibido visita,Goles permitidos totales,Goles permitidos local,Goles permitidos visita,Tarjetas amarillas totales,Tarjetas rojas totales,Participacion en goles x cada 90 min totales,Asistencias x cada 90 min totales,Goles x cada 90 min totales,Goles x cada 90 min local,Goles x cada 90 min visita,Minutos x gol totales,Goles permitidos x cada 90 min totales,Minutos x goles permitidos totales,Minutos x partido,Minutos x tarjeta totales,Minutos x asistencia totales,Tarjetas x cada 90 min totales,Calificacion,Asistencias x partido totales,Pases x cada 90 minutos totales,Pases x juego totales,Pases totales,Pases completos x partidos totales,Pases completos totales,Pases completos x cada 90 min,Pases clave x partido totales,Pases clave totales,Centros x partido totales,Entradas x cada 90 min totales,Entradas x partido totales,Entradas totales,Balones perdidos x partido totales,Atajadas x partido totales,Intercepciones x partido totales,Regates existosos x partido totales,Tiros recibidos x partido totales,Tiros x goles anotados totales,Tiros x cada 90 min totales,Tiros desviados x partido totales,Regates x partido totales,Tiros puerta x partido totales,Duelos aereos ganados x partidos totales,Tiros totales,Tiros x partido totales,Tiros a puerta totales,Tiros puerta x cada 90 min totales,Tiros desviados totales,Tiros desviados x cada 90 min totales,Intercepciones totales,Intercepciones x cada 90 min totales,Centros totales,Centros x cada 90 min totales,Pases clave x cada 90 min totales,Regates totales,Regates x cada 90 min totales,Regates existosos totales,Regates existosos x cada 90 min totales,Porcentaje regates existosos totales,Atajadas totales,Atajadas x cada 90 min totales,Tiros recibidos totales,Tiros recibidos x cada 90 min totales,Porcentaje atajadas totales,Porcentaje pases completos totales,Porcentaje tiros precisos totales,Duelos regate perdidos x cada partido totales,Duelos regate perdidos x cada 90 min totales,Duelos regate perdidos totales,Penales anotados totales,Penales errados totales,Bloqueos x partido totales,Bloqueos x cada 90 min totales,Bloqueos totales,Despejes x partido totales,Despejes x cada 90 min totales,Despejes totales,Penales cometidos totales,Penales cometidos x cada 90 min totales,Penales cometidos x partido totales,Penales atajados totales,Penales ejecutados totales,Tiros a poste totales,Tiros a poste x partido totales,Tiros a poste x cada 90 min totales,Punetazos totales,Punetazos x partido totales,Punetazos x cada 90 min totales,Offsides x cada 90 min totales,Offsides x partido totales,Offsides totales,Penales generados totales,Tasa tiros/goles totales,Faltas recibidas totales,Faltas recibidas x partido totales,Faltas recibidas x cada 90 min totales,Faltas cometidas x cada 90 min totales,Faltas cometidas x partido totales,Faltas cometidas totales,Duelos aereos ganados totales,Duelos aereos ganados x cada 90 min totales,Duelos x cada 90 min totales,Duelos x partido totales,Duelos totales,Duelos ganados totales,Duelos ganados x cada 90 min totales,Duelos ganados x partido totales,Porcentaje duelos ganados totales,Balones perdidos totales,Balones perdidos x cada 90 min totales,Porcentaje centros precisos totales,Centros precisos totales,Centros precisos x partido totales,Centros precisos x cada 90 min totales,Hattricks totales
207,Carlos Alberto Rodríguez Gómez,27,03/01/1997,Liga MX,2022/2023,Forward,Cruz Azul,Mexico,7.16,2015,1050,965,24,13,11,1,0,1,2,0,2,0,0,7,6,1,22,12,10,7,1,0.13,0.09,0.04,0.0,0.09,2015,0.98,92,84,252,1008,0.36,7.16,0.08,62.98,58.57,1347.0,50.7,1166.0,54.51,1.78,41.0,3.78,1.5,1.39,32.0,0.7,0.0,0.83,0.83,0.0,18.0,0.84,0.3,1.57,0.48,0.17,18.0,0.78,11.0,0.51,7.0,0.33,19.0,0.89,87.0,4.07,1.92,36.0,1.68,19.0,0.89,52.78,0.0,0.0,0.0,0.0,0.0,86.56,61.11,1.22,1.31,28.0,0.0,0.0,0.0,0.0,0.0,0.17,0.19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,27.0,1.17,1.26,1.17,1.09,25.0,4.0,0.19,8.46,7.87,181.0,82.0,3.83,3.57,45.3,16.0,0.75,32.18,28.0,1.22,1.31,0.0
222,Jefferson Alfredo Intriago Mendoza,27,04/06/1996,Liga MX,2022/2023,Midfielder,Mazatlan,Ecuador,6.81,2465,1205,1260,28,14,14,1,1,0,2,1,1,0,0,5,4,1,42,16,26,5,0,0.11,0.07,0.04,0.07,0.0,2465,1.53,59,88,493,1233,0.18,6.81,0.07,52.15,50.88,1272.0,46.8,1170.0,47.97,0.6,15.0,0.28,1.27,1.24,31.0,0.96,0.0,0.44,0.84,0.0,14.0,0.57,0.32,1.64,0.24,0.56,14.0,0.56,6.0,0.25,8.0,0.33,11.0,0.45,7.0,0.29,0.62,41.0,1.68,21.0,0.86,51.22,0.0,0.0,0.0,0.0,0.0,91.98,42.86,0.88,0.9,22.0,0.0,0.0,0.12,0.12,3.0,0.68,0.7,17.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,35.0,1.4,1.44,0.86,0.84,21.0,14.0,0.57,8.12,7.92,198.0,101.0,4.14,4.04,51.01,24.0,0.98,28.57,2.0,0.08,0.08,0.0
229,Luis Ángel Malagón Velázquez,27,02/03/1997,Liga MX,2022/2023,Goalkeeper,America,Mexico,7.27,2656,1260,1396,30,14,16,0,0,0,0,0,0,0,0,15,7,8,22,12,10,2,0,0.0,0.0,0.0,0.0,0.0,0,0.75,121,89,1328,0,0.07,7.27,0.0,27.3,27.81,751.0,19.44,525.0,19.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.33,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.29,85.0,3.09,74.12,69.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.65,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,8.0,0.3,0.29,0.0,0.0,0.0,9.0,0.33,0.58,0.59,16.0,15.0,0.55,0.56,93.75,1.0,0.04,0.0,0.0,0.0,0.0,0.0
233,Osvaldo Rodríguez del Portal,27,10/09/1996,Liga MX,2022/2023,Defender,Leon,Mexico,6.95,2082,992,1090,29,14,15,1,1,0,2,0,2,0,0,6,4,2,27,10,17,6,0,0.13,0.09,0.04,0.09,0.0,2082,1.17,77,72,347,1041,0.26,6.95,0.07,38.33,30.0,810.0,26.04,703.0,33.26,0.44,12.0,1.11,2.79,2.19,59.0,0.26,0.0,0.96,0.26,0.0,11.0,0.52,0.26,0.59,0.15,1.0,11.0,0.41,4.0,0.19,7.0,0.33,26.0,1.23,30.0,1.42,0.57,16.0,0.76,7.0,0.33,43.75,0.0,0.0,0.0,0.0,0.0,86.79,36.36,0.52,0.66,14.0,0.0,0.0,0.37,0.47,10.0,2.0,2.56,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11,3.0,0.0,9.09,16.0,0.59,0.76,1.23,0.96,26.0,27.0,1.28,8.85,6.93,187.0,109.0,5.16,4.04,58.29,7.0,0.33,20.0,6.0,0.22,0.28,0.0
243,Willer Emilio Ditta Pérez,27,23/01/1997,Liga MX,2022/2023,Defender,Cruz Azul,Colombia,6.91,2016,1057,959,23,12,11,1,1,0,0,0,0,0,0,6,5,1,26,16,10,9,2,0.04,0.0,0.04,0.09,0.0,2016,1.16,78,88,183,0,0.49,6.91,0.0,59.29,57.74,1328.0,49.83,1146.0,51.16,0.22,5.0,0.39,1.61,1.57,36.0,0.39,0.0,1.22,0.57,0.0,9.0,0.4,0.26,0.74,0.13,0.96,9.0,0.39,3.0,0.13,6.0,0.27,28.0,1.25,9.0,0.4,0.22,17.0,0.76,13.0,0.58,76.47,0.0,0.0,0.0,0.0,0.0,86.3,33.33,0.65,0.67,15.0,0.0,0.0,0.57,0.58,13.0,1.96,2.01,45.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,11.11,12.0,0.52,0.54,1.07,1.04,24.0,22.0,0.98,7.68,7.48,172.0,83.0,3.71,3.61,48.26,9.0,0.4,22.22,2.0,0.09,0.09,0.0
245,Alan Jhosué Cervantes Marín del Campo,26,17/01/1998,Liga MX,2022/2023,Midfielder,Santos Laguna,Mexico,6.84,2406,1159,1247,30,15,15,1,0,1,1,1,0,0,0,6,4,2,43,16,27,5,0,0.07,0.04,0.04,0.0,0.07,2406,1.61,56,80,481,2406,0.19,6.84,0.03,39.61,35.3,1059.0,31.27,938.0,35.09,0.53,16.0,0.57,1.38,1.23,37.0,0.4,0.0,0.67,0.43,0.0,22.0,0.82,0.57,0.8,0.17,1.1,22.0,0.73,5.0,0.19,17.0,0.64,20.0,0.75,17.0,0.64,0.6,24.0,0.9,13.0,0.49,54.17,0.0,0.0,0.0,0.0,0.0,88.57,22.73,0.8,0.9,24.0,0.0,0.0,0.3,0.34,9.0,0.9,1.01,27.0,1.0,0.04,0.03,0.0,0.0,1.0,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,33.0,1.1,1.23,0.75,0.67,20.0,33.0,1.23,8.12,7.23,217.0,115.0,4.3,3.83,53.0,12.0,0.45,29.41,5.0,0.17,0.19,0.0
247,Alan Mozo Rodríguez,26,05/04/1997,Liga MX,2022/2023,Defender,Guadalajara,Mexico,7.0,2301,1197,1104,27,14,13,0,0,0,2,1,1,0,0,7,5,2,30,13,17,4,0,0.08,0.08,0.0,0.0,0.0,0,1.17,77,85,575,1151,0.16,7.0,0.07,38.67,36.54,950.0,29.0,754.0,30.69,1.0,26.0,4.58,3.38,3.19,83.0,0.88,0.0,0.85,1.5,0.0,0.0,0.45,0.38,3.04,0.04,0.69,11.0,0.42,1.0,0.04,10.0,0.41,22.0,0.9,119.0,4.84,1.06,79.0,3.22,39.0,1.59,49.37,0.0,0.0,0.0,0.0,0.0,79.37,9.09,0.77,0.81,20.0,0.0,0.0,0.19,0.2,5.0,1.08,1.14,28.0,1.0,0.04,0.04,0.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.04,0.04,1.0,1.0,0.0,24.0,0.92,0.98,1.06,1.0,26.0,18.0,0.73,11.8,11.15,290.0,163.0,6.64,6.27,56.21,23.0,0.94,24.37,29.0,1.12,1.18,0.0
251,Álvaro Fidalgo Fernández,26,09/04/1997,Liga MX,2022/2023,Midfielder,America,Spain,7.78,2483,1223,1260,30,16,14,2,1,1,5,2,3,0,0,17,10,7,20,10,10,1,0,0.25,0.18,0.07,0.07,0.07,1242,0.72,124,83,2483,497,0.04,7.78,0.17,83.51,79.15,2137.0,68.74,1856.0,72.53,1.37,37.0,1.26,1.33,1.26,34.0,1.0,0.0,0.81,1.26,0.0,9.5,0.74,0.33,1.96,0.37,0.33,19.0,0.7,10.0,0.39,9.0,0.35,22.0,0.86,34.0,1.33,1.45,53.0,2.07,34.0,1.33,64.15,0.0,0.0,0.0,0.0,0.0,86.85,52.63,0.89,0.94,24.0,0.0,0.0,0.22,0.23,6.0,0.33,0.35,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,39.0,1.44,1.52,0.23,0.22,6.0,9.0,0.35,7.85,7.44,201.0,116.0,4.53,4.3,57.71,27.0,1.06,23.53,8.0,0.3,0.31,0.0
252,Andrés Eduardo Sánchez Rodríguez,26,03/10/1997,Liga MX,2022/2023,Goalkeeper,Atletico San Luis,Mexico,6.88,2070,1080,990,23,12,11,0,0,0,0,0,0,0,0,5,3,2,34,16,18,0,0,0.0,0.0,0.0,0.0,0.0,0,1.48,61,90,0,0,0.0,6.88,0.0,25.38,25.38,609.0,21.5,516.0,21.5,0.0,0.0,0.0,0.08,0.08,2.0,0.0,2.88,0.04,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,2.88,112.0,4.67,61.61,84.73,0.0,0.08,0.08,2.0,0.0,0.0,0.0,0.0,0.0,1.21,1.21,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.58,0.58,0.04,0.04,1.0,0.0,0.0,6.0,0.25,0.25,0.0,0.0,0.0,15.0,0.62,0.96,0.96,23.0,20.0,0.83,0.83,86.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Brian Alberto García Carpizo,26,31/10/1997,Liga MX,2022/2023,Midfielder,Toluca,Mexico,7.1,2139,1107,1032,27,14,13,1,0,1,2,2,0,0,0,7,5,2,26,9,17,4,0,0.13,0.08,0.04,0.0,0.09,2139,1.09,82,79,535,1070,0.17,7.1,0.07,53.1,46.74,1262.0,40.0,1080.0,45.44,0.85,23.0,2.11,1.51,1.33,36.0,0.48,0.0,1.07,0.48,0.0,20.0,0.84,0.41,1.11,0.33,0.41,20.0,0.74,9.0,0.38,11.0,0.46,29.0,1.22,57.0,2.4,0.97,30.0,1.26,13.0,0.55,43.33,0.0,0.0,0.0,0.0,0.0,85.58,45.0,0.74,0.84,20.0,0.0,0.0,0.26,0.29,7.0,1.41,1.6,38.0,1.0,0.04,0.04,0.0,0.0,3.0,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.41,0.46,0.88,0.78,21.0,11.0,0.46,6.44,5.67,153.0,71.0,2.99,2.63,46.41,13.0,0.55,19.3,11.0,0.41,0.46,0.0
255,Carlos Agustín Moreno,26,29/01/1998,Liga MX,2022/2023,Goalkeeper,Pachuca,Mexico,6.9,2070,990,1080,23,11,12,0,0,0,0,0,0,0,0,5,1,4,34,15,19,3,0,0.0,0.0,0.0,0.0,0.0,0,1.48,61,90,690,0,0.13,6.9,0.0,25.0,25.0,575.0,14.35,330.0,14.35,0.09,2.0,0.0,0.04,0.04,1.0,0.0,3.17,0.04,0.04,4.78,0.0,0.0,0.0,0.09,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.09,2.0,0.09,1.0,0.04,50.0,73.0,3.17,110.0,4.78,66.36,57.39,0.0,0.09,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,19.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,12.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,3.0,0.13,0.13,0.04,0.04,1.0,7.0,0.3,0.7,0.7,16.0,11.0,0.48,0.48,68.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Carlos Uriel Antuna Romero,26,21/08/1997,Liga MX,2022/2023,Forward,Cruz Azul,Mexico,7.35,2171,1115,1056,25,13,12,10,6,4,6,5,1,2,0,7,6,1,28,16,12,4,0,0.66,0.25,0.41,0.48,0.34,217,1.16,78,87,543,362,0.17,7.35,0.24,29.75,28.67,688.0,22.92,550.0,23.79,1.62,39.0,4.04,0.48,0.46,11.0,0.88,0.0,0.33,0.79,0.0,4.1,1.77,0.75,1.58,0.96,0.42,41.0,1.71,23.0,0.99,18.0,0.78,8.0,0.35,97.0,4.2,1.69,38.0,1.64,19.0,0.82,50.0,0.0,0.0,0.0,0.0,0.0,79.94,56.1,0.21,0.22,5.0,2.0,0.0,0.04,0.04,1.0,0.17,0.17,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.46,11.0,2.0,24.39,30.0,1.25,1.3,0.48,0.46,11.0,10.0,0.43,6.14,5.92,142.0,70.0,3.03,2.92,49.3,21.0,0.91,25.77,25.0,1.04,1.08,0.0
261,Emanuel Gularte Méndez,26,30/09/1997,Liga MX,2022/2023,Defender,Queretaro,Uruguay,6.87,2520,1260,1260,28,14,14,2,2,0,2,0,2,0,0,6,2,4,38,15,23,6,0,0.14,0.07,0.07,0.14,0.0,1260,1.36,66,90,420,1260,0.21,6.87,0.07,27.54,27.54,771.0,20.0,560.0,20.0,0.18,5.0,0.29,1.68,1.68,47.0,0.18,0.0,1.14,0.25,0.0,9.5,0.68,0.43,0.36,0.25,2.57,19.0,0.68,7.0,0.25,12.0,0.43,32.0,1.14,8.0,0.29,0.18,10.0,0.36,7.0,0.25,70.0,0.0,0.0,0.0,0.0,0.0,72.63,36.84,0.36,0.36,10.0,0.0,0.0,0.57,0.57,16.0,4.46,4.46,125.0,1.0,0.04,0.04,0.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.04,0.04,1.0,0.0,10.53,14.0,0.5,0.5,1.11,1.11,31.0,72.0,2.57,8.93,8.93,250.0,140.0,5.0,5.0,56.0,5.0,0.18,12.5,1.0,0.04,0.04,0.0
266,Jesús Alberto Angulo Uriarte,26,30/01/1998,Liga MX,2022/2023,Defender,Tigres UANL,Mexico,6.96,2681,1361,1320,32,16,16,3,1,2,0,0,0,0,0,11,7,4,24,11,13,9,0,0.1,0.0,0.1,0.07,0.14,894,0.81,112,84,298,0,0.3,6.96,0.0,47.1,43.84,1403.0,36.44,1166.0,39.14,0.72,23.0,1.12,2.35,2.19,70.0,0.28,0.0,0.97,0.16,0.0,5.33,0.54,0.31,0.59,0.19,1.09,16.0,0.5,6.0,0.2,10.0,0.34,31.0,1.04,36.0,1.21,0.77,19.0,0.64,5.0,0.17,26.32,0.0,0.0,0.0,0.0,0.0,83.11,37.5,0.69,0.74,22.0,0.0,0.0,0.25,0.27,8.0,1.78,1.91,57.0,1.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,3.0,0.0,18.75,34.0,1.06,1.14,1.24,1.16,37.0,35.0,1.17,8.22,7.66,245.0,143.0,4.8,4.47,58.37,9.0,0.3,33.33,12.0,0.38,0.4,0.0
274,Juan Francisco Brunetta,26,12/05/1997,Liga MX,2022/2023,Midfielder,Tigres UANL,Argentina,7.93,2386,1191,1195,29,14,15,13,6,7,13,6,7,0,0,5,3,2,36,14,22,5,0,0.98,0.49,0.49,0.45,0.53,184,1.36,66,82,477,184,0.19,7.93,0.45,37.19,34.0,986.0,28.07,814.0,30.7,3.17,92.0,5.79,0.83,0.76,22.0,2.31,0.0,0.21,2.52,0.0,5.38,2.64,1.24,4.0,1.17,0.28,70.0,2.41,34.0,1.28,36.0,1.36,6.0,0.23,168.0,6.34,3.47,116.0,4.38,73.0,2.75,62.93,0.0,0.0,0.0,0.0,0.0,82.56,48.57,0.28,0.3,8.0,0.0,2.0,0.0,0.0,0.0,0.24,0.26,7.0,0.0,0.0,0.0,0.0,2.0,4.0,0.14,0.15,0.0,0.0,0.0,0.08,0.07,2.0,0.0,18.57,47.0,1.62,1.77,0.68,0.62,18.0,8.0,0.3,11.58,10.59,307.0,150.0,5.66,5.17,48.86,67.0,2.53,32.74,55.0,1.9,2.07,0.0
276,Julián Andrés Quiñones Quiñones,26,24/03/1997,Liga MX,2022/2023,Forward,America,Colombia,7.63,2244,1235,1009,30,17,13,14,9,5,7,7,0,3,0,15,10,5,22,11,11,3,0,0.84,0.28,0.56,0.66,0.45,160,0.88,102,75,748,321,0.12,7.63,0.23,30.21,25.93,726.0,19.96,559.0,23.26,1.29,36.0,0.71,0.58,0.5,14.0,1.96,0.0,0.32,1.21,0.0,5.5,3.2,1.32,2.43,1.43,0.82,77.0,2.75,40.0,1.66,37.0,1.54,9.0,0.37,20.0,0.83,1.5,68.0,2.83,34.0,1.41,50.0,0.0,0.0,0.0,0.0,0.0,77.0,51.95,0.25,0.29,7.0,3.0,0.0,0.14,0.17,4.0,0.32,0.37,9.0,0.0,0.0,0.0,0.0,3.0,3.0,0.11,0.12,0.0,0.0,0.0,0.79,0.68,19.0,1.0,18.18,40.0,1.43,1.66,1.21,1.04,29.0,23.0,0.96,11.15,9.57,268.0,108.0,4.49,3.86,40.3,55.0,2.29,20.0,4.0,0.14,0.17,0.0
277,Kevin Alexander Balanta Lucumí,26,28/04/1997,Liga MX,2022/2023,Defender,Tijuana,Colombia,6.87,2169,1080,1089,25,12,13,0,0,0,0,0,0,0,0,3,2,1,30,11,19,6,1,0.0,0.0,0.0,0.0,0.0,0,1.24,72,87,362,0,0.25,6.87,0.0,47.97,46.17,1108.0,37.96,911.0,39.44,0.25,6.0,0.12,1.82,1.75,42.0,0.21,0.0,1.54,0.33,0.0,0.0,0.3,0.25,0.42,0.04,1.08,7.0,0.29,1.0,0.04,6.0,0.26,37.0,1.6,3.0,0.13,0.26,10.0,0.43,8.0,0.35,80.0,0.0,0.0,0.0,0.0,0.0,82.22,14.29,0.38,0.39,9.0,0.0,0.0,0.58,0.61,14.0,3.29,3.42,79.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5,0.52,1.21,1.17,28.0,26.0,1.13,7.06,6.79,163.0,88.0,3.81,3.67,53.99,5.0,0.22,33.33,1.0,0.04,0.04,0.0
278,Kevin Andrés Velasco Bonilla,26,30/04/1997,Liga MX,2022/2023,Defender,Puebla,Colombia,6.94,2149,1132,1017,28,14,14,2,1,1,4,4,0,0,0,3,2,1,37,22,15,8,0,0.25,0.17,0.08,0.08,0.09,1075,1.55,58,77,269,537,0.34,6.94,0.14,31.12,26.37,712.0,22.41,605.0,26.44,1.41,38.0,3.85,1.22,1.04,28.0,0.96,0.0,0.3,1.37,0.0,15.5,1.36,0.56,2.41,0.59,0.3,31.0,1.15,16.0,0.7,15.0,0.66,8.0,0.35,104.0,4.55,1.66,65.0,2.84,37.0,1.62,56.92,0.0,0.0,0.0,0.0,0.0,84.97,51.61,0.67,0.79,18.0,0.0,0.0,0.04,0.04,1.0,0.07,0.09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,2.0,0.0,6.45,29.0,1.07,1.27,1.66,1.41,38.0,8.0,0.35,9.88,8.37,226.0,102.0,4.46,3.78,45.13,26.0,1.14,25.96,27.0,1.0,1.18,0.0
282,Nathan Silva,26,06/05/1997,Liga MX,2022/2023,Defender,Pumas UNAM,Brazil,7.02,2570,1310,1260,29,15,14,2,1,1,1,1,0,0,0,10,8,2,29,7,22,13,1,0.11,0.04,0.07,0.07,0.07,1285,1.02,89,89,184,2570,0.49,7.02,0.03,47.56,46.83,1358.0,39.45,1144.0,40.06,0.17,5.0,0.1,1.68,1.66,48.0,0.28,0.0,1.1,0.17,0.0,6.5,0.46,0.28,0.24,0.17,1.72,13.0,0.45,5.0,0.18,8.0,0.28,32.0,1.12,3.0,0.11,0.18,7.0,0.25,5.0,0.18,71.43,0.0,0.0,0.0,0.0,0.0,84.24,38.46,0.52,0.53,15.0,0.0,0.0,0.9,0.91,26.0,3.59,3.64,104.0,1.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,10.0,0.34,0.35,1.05,1.03,30.0,50.0,1.75,7.6,7.48,217.0,112.0,3.92,3.86,51.61,8.0,0.28,66.67,2.0,0.07,0.07,0.0
292,Leon Adonis Uriel Frías,25,17/03/1998,Liga MX,2022/2023,Defender,Leon,Argentina,7.01,2790,1440,1350,31,16,15,1,1,0,0,0,0,0,0,6,4,2,43,16,27,10,0,0.03,0.0,0.03,0.06,0.0,2790,1.39,65,90,279,0,0.32,7.01,0.0,49.28,49.28,1429.0,42.52,1233.0,42.52,0.38,11.0,0.48,1.72,1.72,50.0,0.21,0.0,1.34,0.24,0.0,26.0,0.9,0.69,0.31,0.21,2.0,26.0,0.9,6.0,0.21,20.0,0.69,39.0,1.34,14.0,0.48,0.38,9.0,0.31,7.0,0.24,77.78,0.0,0.0,0.0,0.0,0.0,86.28,23.08,0.62,0.62,18.0,0.0,0.0,0.9,0.9,26.0,2.66,2.66,77.0,2.0,0.07,0.07,0.0,0.0,1.0,0.03,0.03,0.0,0.0,0.0,0.07,0.07,2.0,0.0,3.85,12.0,0.41,0.41,0.66,0.66,19.0,58.0,2.0,6.76,6.76,196.0,122.0,4.21,4.21,62.24,6.0,0.21,28.57,4.0,0.14,0.14,0.0
308,Facundo Ezequiel Almada,25,10/07/1998,Liga MX,2022/2023,Defender,Mazatlan,Argentina,6.93,2610,1260,1350,29,14,15,2,2,0,0,0,0,0,0,5,4,1,45,17,28,5,0,0.07,0.0,0.07,0.14,0.0,1305,1.55,58,90,522,0,0.17,6.93,0.0,45.0,45.0,1170.0,37.85,984.0,37.85,0.23,6.0,0.12,1.23,1.23,32.0,0.08,0.0,0.96,0.15,0.0,8.0,0.62,0.38,0.15,0.23,1.69,16.0,0.62,6.0,0.23,10.0,0.38,25.0,0.96,3.0,0.12,0.23,4.0,0.15,4.0,0.15,100.0,0.0,0.0,0.0,0.0,0.0,84.1,37.5,0.5,0.5,13.0,0.0,0.0,0.85,0.85,22.0,2.85,2.85,74.0,1.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,12.5,5.0,0.19,0.19,0.58,0.58,15.0,44.0,1.69,5.35,5.35,139.0,84.0,3.23,3.23,60.43,2.0,0.08,33.33,1.0,0.04,0.04,0.0
309,Federico Sebastián Viñas Barboza,25,30/06/1998,Liga MX,2022/2023,Forward,Leon,Uruguay,7.53,2056,988,1068,27,12,15,14,5,9,4,2,2,2,0,4,2,2,33,11,22,5,0,0.79,0.18,0.61,0.46,0.76,147,1.44,62,76,411,514,0.22,7.53,0.15,15.5,12.92,323.0,8.44,211.0,10.12,1.36,34.0,0.0,1.15,0.96,24.0,0.96,0.04,0.36,0.76,0.04,4.64,3.12,1.44,1.76,1.16,2.96,65.0,2.6,29.0,1.39,36.0,1.73,9.0,0.43,0.0,0.0,1.63,44.0,2.11,19.0,0.91,43.18,1.0,0.05,1.0,0.05,100.0,65.33,44.62,0.12,0.14,3.0,2.0,0.0,0.24,0.29,6.0,0.84,1.01,21.0,0.0,0.0,0.0,0.0,2.0,3.0,0.12,0.14,0.0,0.0,0.0,0.62,0.52,13.0,1.0,21.54,28.0,1.12,1.34,0.96,0.8,20.0,74.0,3.55,13.58,11.32,283.0,143.0,6.86,5.72,50.53,24.0,1.15,0.0,0.0,0.0,0.0,0.0
310,Fernando Beltrán Cruz,25,08/05/1998,Liga MX,2022/2023,Midfielder,Guadalajara,Mexico,7.16,2466,1230,1236,30,15,15,5,5,0,0,0,0,0,0,7,5,2,31,14,17,2,0,0.18,0.0,0.18,0.37,0.0,493,1.13,80,82,1233,0,0.07,7.16,0.0,44.21,40.18,1125.0,34.46,965.0,37.93,0.86,24.0,0.96,2.16,1.96,55.0,0.57,0.0,0.61,0.89,0.0,5.2,1.02,0.5,1.54,0.43,0.32,26.0,0.93,12.0,0.47,14.0,0.55,17.0,0.67,27.0,1.06,0.94,43.0,1.69,25.0,0.98,58.14,0.0,0.0,0.0,0.0,0.0,85.78,46.15,0.82,0.9,23.0,0.0,0.0,0.04,0.04,1.0,0.14,0.16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.04,0.0,0.0,0.0,0.04,0.04,1.0,1.0,19.23,21.0,0.75,0.83,0.43,0.39,11.0,9.0,0.35,7.15,6.5,182.0,110.0,4.32,3.93,60.44,16.0,0.63,40.74,11.0,0.39,0.43,0.0
